Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Transcription start site (TSS)
ENSDARG00000068888	9	48270379	48281941	-1	48281941
ENSDARG00000097130	16	11437869	11538368	-1	11538368
ENSDARG00000099974	12	26023948	26064562	-1	26064510
ENSDARG00000099974	12	26023948	26064562	-1	26064105
ENSDARG00000099974	12	26023948	26064562	-1	26064510
ENSDARG00000099974	12	26023948	26064562	-1	26064250
ENSDARG00000099974	12	26023948	26064562	-1	26064480
ENSDARG00000099974	12	26023948	26064562	-1	26064562
ENSDARG00000099974	12	26023948	26064562	-1	26064562
ENSDARG00000099974	12	26023948	26064562	-1	26064510
ENSDARG00000091465	6	37451341	37460178	-1	37460178
ENSDARG00000091465	6	37451341	37460178	-1	37459759
ENSDARG00000105485	7	1442059	1449130	1	1442059
ENSDARG00000077231	18	7150144	7228004	1	7150144
ENSDARG00000077231	18	7150144	7228004	1	7187241
ENSDARG00000077231	18	7150144	7228004	1	7151783
ENSDARG00000077231	18	7150144	7228004	1	7204378
ENSDARG00000077231	18	7150144	7228004	1	7210220
ENSDARG00000115724	19	23625263	23627929	-1	23627929
ENSDARG00000078441	10	6781123	6867282	-1	6867282
ENSDARG00000078441	10	6781123	6867282	-1	6825122
ENSDARG00000078441	10	6781123	6867282	-1	6867282
ENSDARG00000078441	10	6781123	6867282	-1	6816766
ENSDARG00000078441	10	6781123	6867282	-1	6831282
ENSDARG00000078441	10	6781123	6867282	-1	6816694
ENSDARG00000017842	14	26452740	26465729	-1	26465729
ENSDARG00000099914	2	31874398	31874836	-1	31874836
ENSDARG00000090830	5	60518611	60687619	1	60518611
ENSDARG00000090830	5	60518611	60687619	1	60590796
ENSDARG00000090830	5	60518611	60687619	1	60518611
ENSDARG00000078755	24	30053651	30096666	-1	30096666
ENSDARG00000078755	24	30053651	30096666	-1	30091937
ENSDARG00000086552	7	6367904	6368406	-1	6368406
ENSDARG00000105372	7	6127741	6206404	-1	6206404
ENSDARG00000098071	4	41770710	41780340	-1	41780340
ENSDARG00000094735	18	33185819	33282047	1	33185819
ENSDARG00000094735	18	33185819	33282047	1	33186024
ENSDARG00000094735	18	33185819	33282047	1	33185819
ENSDARG00000094735	18	33185819	33282047	1	33185819
ENSDARG00000094735	18	33185819	33282047	1	33185819
ENSDARG00000078619	7	6652967	6668424	1	6652967
ENSDARG00000005926	19	35418683	35428914	-1	35428914
ENSDARG00000005926	19	35418683	35428914	-1	35428815
ENSDARG00000005926	19	35418683	35428914	-1	35428894
ENSDARG00000074012	7	6447299	6448182	-1	6448182
ENSDARG00000006526	1	5504128	5543065	-1	5511662
ENSDARG00000006526	1	5504128	5543065	-1	5509585
ENSDARG00000006526	1	5504128	5543065	-1	5543065
ENSDARG00000006526	1	5504128	5543065	-1	5542565
ENSDARG00000006526	1	5504128	5543065	-1	5542565
ENSDARG00000102374	2	31862569	31862617	-1	31862617
ENSDARG00000006092	16	48409066	48430272	-1	48416763
ENSDARG00000006092	16	48409066	48430272	-1	48430272
ENSDARG00000006092	16	48409066	48430272	-1	48428035
ENSDARG00000056582	24	36373588	36400458	1	36373588
ENSDARG00000056582	24	36373588	36400458	1	36389536
ENSDARG00000092580	10	15088534	15092343	1	15088534
ENSDARG00000110131	19	23525358	23526638	-1	23526638
ENSDARG00000037539	23	20110086	20112596	1	20110086
ENSDARG00000061377	19	40182641	40186328	-1	40186328
ENSDARG00000061377	19	40182641	40186328	-1	40186263
ENSDARG00000015931	4	5260941	5302866	-1	5302866
ENSDARG00000015931	4	5260941	5302866	-1	5302162
ENSDARG00000015931	4	5260941	5302866	-1	5291256
ENSDARG00000015931	4	5260941	5302866	-1	5282832
ENSDARG00000061610	7	21917857	21918877	1	21917857
ENSDARG00000111771	13	9137116	9140301	1	9137116
ENSDARG00000105682	7	51825557	51826238	1	51825557
ENSDARG00000094010	20	34343649	34388331	-1	34388331
ENSDARG00000094010	20	34343649	34388331	-1	34388324
ENSDARG00000079036	20	34374735	34379656	1	34374735
ENSDARG00000025566	25	3306620	3321365	1	3318192
ENSDARG00000025566	25	3306620	3321365	1	3306620
ENSDARG00000025566	25	3306620	3321365	1	3306858
ENSDARG00000025566	25	3306620	3321365	1	3306689
ENSDARG00000025566	25	3306620	3321365	1	3306757
ENSDARG00000002037	11	18784847	18800299	-1	18799827
ENSDARG00000002037	11	18784847	18800299	-1	18799827
ENSDARG00000002037	11	18784847	18800299	-1	18799891
ENSDARG00000002037	11	18784847	18800299	-1	18791834
ENSDARG00000002037	11	18784847	18800299	-1	18800299
ENSDARG00000012896	1	31942961	31979510	1	31942961
ENSDARG00000104518	2	31856242	31859536	-1	31859536
ENSDARG00000094523	5	10488937	10500684	-1	10500684
ENSDARG00000094523	5	10488937	10500684	-1	10500670
ENSDARG00000061682	17	20983798	21049260	-1	21049260
ENSDARG00000061682	17	20983798	21049260	-1	21049260
ENSDARG00000096858	9	48682775	48687885	1	48682775
ENSDARG00000038475	22	36755263	36774243	-1	36774057
ENSDARG00000038475	22	36755263	36774243	-1	36774089
ENSDARG00000038475	22	36755263	36774243	-1	36774219
ENSDARG00000038475	22	36755263	36774243	-1	36770996
ENSDARG00000038475	22	36755263	36774243	-1	36774243
ENSDARG00000038475	22	36755263	36774243	-1	36770649
ENSDARG00000093998	9	28610052	28616436	-1	28616436
ENSDARG00000029761	19	20061892	20106486	-1	20099394
ENSDARG00000029761	19	20061892	20106486	-1	20093341
ENSDARG00000029761	19	20061892	20106486	-1	20071609
ENSDARG00000029761	19	20061892	20106486	-1	20106486
ENSDARG00000094086	23	21683776	21692423	-1	21692423
ENSDARG00000070794	17	30369107	30418016	1	30411712
ENSDARG00000070794	17	30369107	30418016	1	30369396
ENSDARG00000070794	17	30369107	30418016	1	30369202
ENSDARG00000070794	17	30369107	30418016	1	30369107
ENSDARG00000040135	17	50228998	50234004	-1	50234004
ENSDARG00000040135	17	50228998	50234004	-1	50233493
ENSDARG00000035146	5	61459422	61465028	1	61459422
ENSDARG00000075346	14	9581896	9592830	1	9581896
ENSDARG00000075346	14	9581896	9592830	1	9583588
ENSDARG00000070810	16	5774977	5779201	1	5774977
ENSDARG00000053366	2	42715995	42722040	1	42715995
ENSDARG00000053366	2	42715995	42722040	1	42715995
ENSDARG00000053366	2	42715995	42722040	1	42715995
ENSDARG00000053366	2	42715995	42722040	1	42715995
ENSDARG00000053366	2	42715995	42722040	1	42715995
ENSDARG00000077918	11	8170948	8179145	1	8171068
ENSDARG00000077918	11	8170948	8179145	1	8170948
ENSDARG00000113935	1	6068436	6085750	-1	6085750
ENSDARG00000039185	4	9177997	9183602	1	9178002
ENSDARG00000039185	4	9177997	9183602	1	9178913
ENSDARG00000039185	4	9177997	9183602	1	9177997
ENSDARG00000055563	12	13344896	13390841	1	13352261
ENSDARG00000055563	12	13344896	13390841	1	13344896
ENSDARG00000055563	12	13344896	13390841	1	13348918
ENSDARG00000011879	15	28129683	28161224	-1	28161224
ENSDARG00000011879	15	28129683	28161224	-1	28148314
ENSDARG00000102762	6	19933763	19979961	1	19948043
ENSDARG00000102762	6	19933763	19979961	1	19933763
ENSDARG00000102762	6	19933763	19979961	1	19950107
ENSDARG00000055238	11	37652870	37677206	1	37652870
ENSDARG00000103610	8	53517998	53535303	-1	53535303
ENSDARG00000103610	8	53517998	53535303	-1	53535262
ENSDARG00000086324	11	19991633	20071907	-1	20071907
ENSDARG00000086324	11	19991633	20071907	-1	20071642
ENSDARG00000086324	11	19991633	20071907	-1	20071787
ENSDARG00000086324	11	19991633	20071907	-1	20071907
ENSDARG00000006137	8	44703854	44707937	1	44703854
ENSDARG00000006137	8	44703854	44707937	1	44703864
ENSDARG00000025902	11	24464356	24538860	-1	24532988
ENSDARG00000025902	11	24464356	24538860	-1	24511335
ENSDARG00000025902	11	24464356	24538860	-1	24538860
ENSDARG00000025902	11	24464356	24538860	-1	24538852
ENSDARG00000025902	11	24464356	24538860	-1	24523161
ENSDARG00000025902	11	24464356	24538860	-1	24526503
ENSDARG00000025902	11	24464356	24538860	-1	24532958
ENSDARG00000025902	11	24464356	24538860	-1	24510995
ENSDARG00000100698	19	3849378	3862373	1	3849378
ENSDARG00000100698	19	3849378	3862373	1	3849484
ENSDARG00000006524	21	26028947	26058547	1	26028947
ENSDARG00000105689	4	77053467	77061667	1	77053467
ENSDARG00000105689	4	77053467	77061667	1	77053557
ENSDARG00000092241	4	77160027	77177950	1	77160042
ENSDARG00000092241	4	77160027	77177950	1	77160027
ENSDARG00000037318	23	24227296	24234371	-1	24234371
ENSDARG00000099694	14	15662563	15740090	-1	15740090
ENSDARG00000099694	14	15662563	15740090	-1	15699528
ENSDARG00000099694	14	15662563	15740090	-1	15739969
ENSDARG00000099694	14	15662563	15740090	-1	15699528
ENSDARG00000092283	24	27470097	27473771	-1	27473771
ENSDARG00000019236	14	38852969	38873145	-1	38872666
ENSDARG00000019236	14	38852969	38873145	-1	38873145
ENSDARG00000019236	14	38852969	38873145	-1	38872565
ENSDARG00000019236	14	38852969	38873145	-1	38873104
ENSDARG00000019236	14	38852969	38873145	-1	38873135
ENSDARG00000019236	14	38852969	38873145	-1	38865800
ENSDARG00000019236	14	38852969	38873145	-1	38873095
ENSDARG00000019236	14	38852969	38873145	-1	38868564
ENSDARG00000019236	14	38852969	38873145	-1	38872536
ENSDARG00000040266	7	26494583	26497947	-1	26497947
ENSDARG00000070918	22	38229321	38240168	1	38229362
ENSDARG00000070918	22	38229321	38240168	1	38229321
ENSDARG00000071585	14	26546175	26562231	1	26546175
ENSDARG00000094060	8	6589486	6609163	-1	6609163
ENSDARG00000099562	14	20911310	20917866	1	20911310
ENSDARG00000043856	20	2950005	2978968	1	2971476
ENSDARG00000043856	20	2950005	2978968	1	2950005
ENSDARG00000104693	10	5788620	5821584	-1	5821584
ENSDARG00000104693	10	5788620	5821584	-1	5814101
ENSDARG00000103795	21	2327338	2333357	-1	2333357
ENSDARG00000071213	6	8210115	8244474	-1	8229696
ENSDARG00000071213	6	8210115	8244474	-1	8237146
ENSDARG00000071213	6	8210115	8244474	-1	8244474
ENSDARG00000015757	13	45485185	45495562	1	45491133
ENSDARG00000015757	13	45485185	45495562	1	45485185
ENSDARG00000015757	13	45485185	45495562	1	45485185
ENSDARG00000015757	13	45485185	45495562	1	45485237
ENSDARG00000015757	13	45485185	45495562	1	45488193
ENSDARG00000094268	5	44272964	44286987	-1	44286778
ENSDARG00000094268	5	44272964	44286987	-1	44286987
ENSDARG00000103684	25	4855549	4886009	1	4855549
ENSDARG00000103684	25	4855549	4886009	1	4874339
ENSDARG00000013705	20	18774129	18794789	-1	18794789
ENSDARG00000013705	20	18774129	18794789	-1	18789543
ENSDARG00000013705	20	18774129	18794789	-1	18776493
ENSDARG00000097810	2	27975554	28038625	1	27975554
ENSDARG00000092687	5	17599870	17602206	-1	17602206
ENSDARG00000092687	5	17599870	17602206	-1	17601759
ENSDARG00000004160	12	8822717	8882186	1	8822717
ENSDARG00000041141	15	28086193	28107505	-1	28094326
ENSDARG00000041141	15	28086193	28107505	-1	28107505
ENSDARG00000041141	15	28086193	28107505	-1	28095532
ENSDARG00000041141	15	28086193	28107505	-1	28094256
ENSDARG00000041141	15	28086193	28107505	-1	28094325
ENSDARG00000041141	15	28086193	28107505	-1	28094327
ENSDARG00000041141	15	28086193	28107505	-1	28107502
ENSDARG00000075126	5	43965078	44265523	1	44190974
ENSDARG00000075126	5	43965078	44265523	1	44190974
ENSDARG00000075126	5	43965078	44265523	1	43965078
ENSDARG00000075126	5	43965078	44265523	1	44228526
ENSDARG00000075126	5	43965078	44265523	1	43965078
ENSDARG00000033364	13	45476181	45482003	1	45476181
ENSDARG00000058180	13	7387822	7414096	1	7387822
ENSDARG00000020224	12	30360184	30367008	1	30360184
ENSDARG00000020224	12	30360184	30367008	1	30360579
ENSDARG00000020224	12	30360184	30367008	1	30360579
ENSDARG00000105537	7	29806350	29807703	1	29806350
ENSDARG00000058444	17	9963436	10000339	-1	9995667
ENSDARG00000058444	17	9963436	10000339	-1	10000339
ENSDARG00000015515	2	27932781	27933864	1	27932781
ENSDARG00000059360	22	613265	622967	-1	621624
ENSDARG00000059360	22	613265	622967	-1	619711
ENSDARG00000059360	22	613265	622967	-1	622967
ENSDARG00000059360	22	613265	622967	-1	621609
ENSDARG00000059360	22	613265	622967	-1	622937
ENSDARG00000059360	22	613265	622967	-1	616609
ENSDARG00000059360	22	613265	622967	-1	621711
ENSDARG00000059360	22	613265	622967	-1	621888
ENSDARG00000058328	22	10752511	10756047	1	10752787
ENSDARG00000058328	22	10752511	10756047	1	10752511
ENSDARG00000055875	19	32048379	32150214	-1	32150214
ENSDARG00000055875	19	32048379	32150214	-1	32150111
ENSDARG00000055875	19	32048379	32150214	-1	32150078
ENSDARG00000055875	19	32048379	32150214	-1	32150214
ENSDARG00000039963	14	46441617	46442459	-1	46442459
ENSDARG00000032651	19	30408317	30422239	-1	30422035
ENSDARG00000032651	19	30408317	30422239	-1	30420602
ENSDARG00000032651	19	30408317	30422239	-1	30417140
ENSDARG00000032651	19	30408317	30422239	-1	30422239
ENSDARG00000078318	1	12231478	12257979	1	12231478
ENSDARG00000097395	6	26653913	26707605	1	26653913
ENSDARG00000061846	22	20104706	20105969	-1	20105969
ENSDARG00000097868	2	33038085	33041664	-1	33041664
ENSDARG00000055436	20	26931496	26937453	-1	26935771
ENSDARG00000055436	20	26931496	26937453	-1	26937453
ENSDARG00000077862	22	30446987	30457736	1	30446987
ENSDARG00000077862	22	30446987	30457736	1	30447969
ENSDARG00000013928	22	16432404	16443202	-1	16443199
ENSDARG00000013928	22	16432404	16443202	-1	16443202
ENSDARG00000079079	8	46447061	46457233	-1	46455874
ENSDARG00000079079	8	46447061	46457233	-1	46457233
ENSDARG00000077470	2	36862473	36892883	1	36862473
ENSDARG00000097897	6	30709926	30839763	-1	30839763
ENSDARG00000076850	6	40689357	40697585	-1	40697585
ENSDARG00000079753	17	41992054	42045253	1	42027969
ENSDARG00000079753	17	41992054	42045253	1	41992054
ENSDARG00000079753	17	41992054	42045253	1	41992127
ENSDARG00000070480	19	30400372	30404096	-1	30403922
ENSDARG00000070480	19	30400372	30404096	-1	30404096
ENSDARG00000096878	2	32854216	32861999	1	32854216
ENSDARG00000096644	1	55608520	55617155	1	55608520
ENSDARG00000062696	9	22375331	22618558	1	22388686
ENSDARG00000062696	9	22375331	22618558	1	22388686
ENSDARG00000062696	9	22375331	22618558	1	22485343
ENSDARG00000062696	9	22375331	22618558	1	22466218
ENSDARG00000062696	9	22375331	22618558	1	22375331
ENSDARG00000062696	9	22375331	22618558	1	22375779
ENSDARG00000059303	15	5784212	5799183	-1	5795415
ENSDARG00000059303	15	5784212	5799183	-1	5799183
ENSDARG00000059303	15	5784212	5799183	-1	5799170
ENSDARG00000059303	15	5784212	5799183	-1	5791331
ENSDARG00000059303	15	5784212	5799183	-1	5797918
ENSDARG00000075720	3	25191366	25209006	1	25191467
ENSDARG00000075720	3	25191366	25209006	1	25191366
ENSDARG00000075720	3	25191366	25209006	1	25195966
ENSDARG00000075720	3	25191366	25209006	1	25191467
ENSDARG00000100163	7	1530024	1543951	1	1530024
ENSDARG00000100163	7	1530024	1543951	1	1534820
ENSDARG00000054543	15	29564364	29586747	-1	29573267
ENSDARG00000054543	15	29564364	29586747	-1	29586747
ENSDARG00000099555	15	3284416	3379041	1	3284684
ENSDARG00000099555	15	3284416	3379041	1	3284416
ENSDARG00000099555	15	3284416	3379041	1	3284416
ENSDARG00000097157	15	29593547	29598679	-1	29598444
ENSDARG00000097157	15	29593547	29598679	-1	29598679
ENSDARG00000033320	13	30144937	30150592	-1	30149973
ENSDARG00000033320	13	30144937	30150592	-1	30150592
ENSDARG00000044605	16	7626535	7641367	1	7626535
ENSDARG00000044605	16	7626535	7641367	1	7626535
ENSDARG00000044605	16	7626535	7641367	1	7626547
ENSDARG00000093234	21	18877130	18891041	1	18885258
ENSDARG00000093234	21	18877130	18891041	1	18877130
ENSDARG00000055518	21	28445052	28472239	1	28445052
ENSDARG00000093836	7	4474880	4480802	1	4474880
ENSDARG00000063732	9	1505206	1574386	1	1505206
ENSDARG00000063732	9	1505206	1574386	1	1505206
ENSDARG00000037760	1	9290103	9294115	1	9290103
ENSDARG00000095150	5	23176493	23179335	-1	23179319
ENSDARG00000095150	5	23176493	23179335	-1	23179335
ENSDARG00000100217	22	24306145	24307598	-1	24307598
ENSDARG00000068763	18	13235714	13293642	1	13235714
ENSDARG00000068763	18	13235714	13293642	1	13248956
ENSDARG00000068763	18	13235714	13293642	1	13275735
ENSDARG00000060397	1	35790082	35835863	1	35790082
ENSDARG00000060397	1	35790082	35835863	1	35790892
ENSDARG00000097847	16	53247831	53259409	-1	53259409
ENSDARG00000097847	16	53247831	53259409	-1	53254782
ENSDARG00000086463	5	37343643	37440449	1	37343690
ENSDARG00000086463	5	37343643	37440449	1	37343690
ENSDARG00000086463	5	37343643	37440449	1	37343644
ENSDARG00000086463	5	37343643	37440449	1	37343690
ENSDARG00000086463	5	37343643	37440449	1	37343643
ENSDARG00000016311	6	12593986	12788539	-1	12788539
ENSDARG00000016311	6	12593986	12788539	-1	12722360
ENSDARG00000016311	6	12593986	12788539	-1	12644563
ENSDARG00000040087	10	1745475	1827225	-1	1827225
ENSDARG00000040087	10	1745475	1827225	-1	1788376
ENSDARG00000024229	25	31743651	31763897	-1	31763897
ENSDARG00000044704	6	52924103	52925772	1	52924103
ENSDARG00000098390	4	42195992	42397126	-1	42242374
ENSDARG00000098390	4	42195992	42397126	-1	42221141
ENSDARG00000098390	4	42195992	42397126	-1	42244412
ENSDARG00000098390	4	42195992	42397126	-1	42242711
ENSDARG00000098390	4	42195992	42397126	-1	42242844
ENSDARG00000098390	4	42195992	42397126	-1	42242461
ENSDARG00000098390	4	42195992	42397126	-1	42243150
ENSDARG00000098390	4	42195992	42397126	-1	42397126
ENSDARG00000063612	12	2676878	2744646	1	2677303
ENSDARG00000063612	12	2676878	2744646	1	2676878
ENSDARG00000095424	19	3290098	3298352	-1	3298352
ENSDARG00000098802	16	35661331	35776074	1	35661771
ENSDARG00000098802	16	35661331	35776074	1	35661331
ENSDARG00000098802	16	35661331	35776074	1	35728992
ENSDARG00000006257	10	15255012	15305767	1	15255012
ENSDARG00000006257	10	15255012	15305767	1	15255306
ENSDARG00000006257	10	15255012	15305767	1	15255182
ENSDARG00000006257	10	15255012	15305767	1	15255198
ENSDARG00000006257	10	15255012	15305767	1	15255306
ENSDARG00000006257	10	15255012	15305767	1	15255306
ENSDARG00000006257	10	15255012	15305767	1	15298790
ENSDARG00000034256	25	34956368	34973211	-1	34973205
ENSDARG00000034256	25	34956368	34973211	-1	34973211
ENSDARG00000034256	25	34956368	34973211	-1	34965071
ENSDARG00000070740	19	23745832	23747677	-1	23747677
ENSDARG00000007639	4	12243698	12286067	-1	12286067
ENSDARG00000007639	4	12243698	12286067	-1	12286066
ENSDARG00000098522	4	52116776	52122494	-1	52122494
ENSDARG00000102008	4	32174137	32180155	-1	32179699
ENSDARG00000102008	4	32174137	32180155	-1	32180155
ENSDARG00000102008	4	32174137	32180155	-1	32179699
ENSDARG00000095603	12	18578597	18656238	1	18578597
ENSDARG00000095603	12	18578597	18656238	1	18606140
ENSDARG00000087978	23	39944652	39945578	-1	39945578
ENSDARG00000086288	18	39434589	39473055	-1	39473055
ENSDARG00000057504	15	9072821	9089507	1	9072821
ENSDARG00000096993	11	13151919	13152385	1	13151919
ENSDARG00000105558	7	16231363	16237861	-1	16237861
ENSDARG00000077910	7	34472363	34475696	-1	34473389
ENSDARG00000077910	7	34472363	34475696	-1	34475696
ENSDARG00000017229	10	16069987	16161040	1	16069987
ENSDARG00000017229	10	16069987	16161040	1	16092671
ENSDARG00000017229	10	16069987	16161040	1	16092671
ENSDARG00000017229	10	16069987	16161040	1	16070017
ENSDARG00000039429	13	24918096	25199260	-1	25198063
ENSDARG00000039429	13	24918096	25199260	-1	25199225
ENSDARG00000039429	13	24918096	25199260	-1	25198025
ENSDARG00000039429	13	24918096	25199260	-1	25196758
ENSDARG00000039429	13	24918096	25199260	-1	25199260
ENSDARG00000039429	13	24918096	25199260	-1	25198093
ENSDARG00000055534	18	41740742	41754020	-1	41754020
ENSDARG00000069439	10	10788811	10796936	1	10788811
ENSDARG00000069439	10	10788811	10796936	1	10788811
ENSDARG00000035984	7	40638210	40641006	1	40638210
ENSDARG00000044973	11	11504014	11513985	1	11504014
ENSDARG00000044973	11	11504014	11513985	1	11504367
ENSDARG00000044973	11	11504014	11513985	1	11504261
ENSDARG00000044973	11	11504014	11513985	1	11504014
ENSDARG00000044973	11	11504014	11513985	1	11504063
ENSDARG00000044973	11	11504014	11513985	1	11504014
ENSDARG00000077329	7	21940857	22132265	-1	22132265
ENSDARG00000077329	7	21940857	22132265	-1	22132265
ENSDARG00000038742	2	39021282	39028052	1	39021282
ENSDARG00000071589	22	9827288	9861531	-1	9834944
ENSDARG00000071589	22	9827288	9861531	-1	9861531
ENSDARG00000071589	22	9827288	9861531	-1	9860792
ENSDARG00000071589	22	9827288	9861531	-1	9839003
